Hours_Studied,Exam_Score,Parental_Involvement,Motivation_Level,Previous_Scores,Attendance,Access_to_Resources,Learning_Disabilities
9,65,Medium,Medium,99,64,High,Yes
7,62,High,Medium,74,62,Medium,No
17,68,Low,Low,88,90,High,No
18,66,High,Medium,80,77,Medium,No
16,69,High,High,55,100,High,Yes
27,68,Medium,High,77,64,Medium,No
27,71,Medium,Medium,77,94,Low,No
18,68,Medium,Medium,86,79,High,No
9,64,High,Medium,66,93,Low,No
17,66,Low,Low,93,93,Medium,No
16,70,Medium,High,81,97,Low,No
16,60,Low,Medium,52,72,Medium,Yes
16,69,Medium,Low,85,98,Medium,No
16,65,Medium,Low,95,66,Medium,No
18,66,High,Medium,84,63,High,No
16,64,Medium,Medium,69,77,Low,No
21,71,Medium,Medium,80,93,High,No
22,66,High,Medium,59,79,Low,No
15,66,Medium,Low,80,93,Low,No
28,68,Medium,Medium,75,89,Medium,No
14,63,High,High,51,68,High,Yes
10,66,Medium,Low,66,98,Low,No
22,61,Low,Low,60,62,Medium,No
15,70,Medium,High,70,96,Low,No
22,68,Medium,Low,62,72,High,No
6,65,Medium,Low,92,80,Medium,No
28,69,High,High,85,77,Medium,No
24,67,Medium,Low,87,67,High,No
11,62,High,Low,68,74,Medium,No
11,61,Low,Low,50,68,High,No
30,70,High,High,61,68,High,No
16,65,High,Medium,88,67,Medium,No
15,65,High,Medium,80,80,Medium,No
6,66,Medium,Medium,77,92,Medium,No
18,66,Medium,Low,64,83,High,No
19,69,Medium,High,54,96,Medium,No
24,70,High,Medium,89,85,High,No
12,63,High,Low,52,88,Medium,No
11,64,Low,High,53,87,Medium,No
23,65,High,High,65,78,Low,Yes
26,71,High,Medium,79,88,Medium,No
11,61,Medium,High,100,63,Medium,No
26,69,Low,Low,55,94,Low,No
20,69,High,Medium,74,91,Medium,No
27,66,Medium,Low,80,70,Medium,No
20,72,High,Medium,91,91,Medium,No
5,60,High,High,84,61,Medium,No
19,62,Low,Medium,90,69,Low,No
26,66,Medium,Medium,76,63,Medium,Yes
15,69,Medium,Low,72,91,High,No
18,69,High,Medium,81,90,Medium,No
19,71,Medium,Low,95,93,High,No
30,72,High,Medium,80,80,High,No
15,66,Low,Medium,67,88,Medium,No
23,66,Medium,Medium,80,66,Medium,No
19,70,Medium,Medium,81,86,Medium,No
28,67,Medium,Medium,88,63,Medium,No
22,65,Medium,Medium,79,67,Medium,No
19,63,Medium,Low,60,79,Medium,Yes
15,68,High,Medium,79,86,Low,No
25,63,Low,Medium,65,66,Medium,Yes
9,63,Medium,Medium,54,67,High,No
24,68,Medium,High,91,68,Medium,No
13,60,Medium,Medium,53,70,Medium,Yes
28,67,Medium,High,82,69,Medium,No
21,65,Low,High,99,76,Low,No
24,68,High,Medium,54,86,Low,No
20,62,Medium,Medium,61,78,Low,Yes
9,65,Medium,Low,88,91,Low,Yes
15,66,Medium,High,55,89,Medium,No
24,67,Medium,Low,92,65,Medium,No
21,60,Low,Low,50,62,High,No
27,74,Low,High,94,95,High,No
22,62,Low,Medium,53,63,Low,No
14,61,Low,Low,96,66,Medium,No
15,63,Medium,High,93,61,Medium,No
21,66,Medium,Medium,77,85,Low,No
6,65,Medium,Medium,89,83,Medium,No
30,72,Low,Medium,54,99,Medium,No
23,70,High,Medium,57,95,Medium,No
27,71,High,Medium,68,76,High,No
11,64,High,Medium,77,75,High,Yes
27,70,Medium,Low,93,72,High,No
33,68,Medium,Medium,77,66,Medium,No
12,61,Low,Medium,83,66,High,No
25,68,High,High,84,65,Medium,No
20,64,Low,Medium,94,65,Medium,No
11,64,Medium,Low,89,70,High,No
23,71,Medium,Medium,99,72,High,No
25,72,Medium,Medium,51,98,High,No
16,66,Medium,Medium,60,83,Medium,No
27,74,Low,Low,97,100,Medium,No
10,65,Medium,Medium,90,75,Medium,Yes
11,64,High,Low,63,78,High,No
21,69,High,Medium,99,73,Medium,No
20,62,Medium,Low,93,67,Medium,Yes
16,62,Medium,High,53,66,Medium,No
25,72,Low,Medium,91,98,Low,No
23,73,Medium,High,89,99,High,No
25,64,Medium,High,61,62,Low,No
19,65,Medium,Medium,83,66,Medium,No
24,70,High,Medium,99,77,High,No
17,66,Medium,High,84,67,Medium,No
32,70,Low,Low,91,75,High,No
15,63,Medium,Low,55,65,High,No
33,69,Low,Medium,86,78,Low,No
20,64,High,Low,60,71,Medium,No
12,63,Low,Medium,54,74,Medium,No
28,66,Medium,Low,78,64,Medium,No
21,68,Medium,Low,88,77,Medium,No
27,67,Low,Medium,97,73,Low,No
22,71,Medium,Medium,85,95,Medium,No
16,66,Low,Low,56,94,Low,No
26,72,Medium,Medium,97,98,Low,Yes
20,70,High,Low,58,92,Medium,No
24,69,Medium,Medium,88,86,Medium,No
7,66,Medium,High,57,94,Low,No
23,69,High,Low,100,63,High,No
16,65,Medium,Low,67,79,Medium,No
30,75,High,Medium,75,100,High,No
24,70,Low,Medium,73,91,Medium,No
21,70,High,Low,55,98,Low,No
23,69,Medium,Low,75,91,High,No
14,68,High,Medium,57,95,Medium,No
30,73,Low,High,90,88,Medium,No
32,74,Medium,High,98,90,Medium,No
22,66,Low,Medium,90,81,Low,No
30,74,High,High,72,97,Medium,No
17,67,Medium,Low,50,93,Low,No
15,67,High,Low,52,94,Medium,No
20,70,Medium,Low,75,87,High,No
23,67,Low,Medium,84,72,High,No
23,70,Medium,Low,80,97,High,No
22,71,High,Low,99,83,Medium,Yes
14,64,Medium,High,75,72,Low,Yes
23,68,High,Medium,80,66,High,No
25,68,Medium,Medium,62,93,Medium,No
21,69,Medium,Medium,67,93,Medium,No
27,72,High,Low,84,93,Low,No
13,65,Medium,Medium,80,86,Medium,No
23,64,Low,Medium,68,75,Low,Yes
13,64,Medium,Low,56,72,High,No
16,69,High,Low,52,93,Medium,No
14,61,High,Medium,79,63,Low,No
17,68,High,Medium,66,85,High,No
19,66,High,Low,69,80,Medium,Yes
25,68,Medium,Low,79,81,Medium,No
18,70,Low,Low,79,97,High,No
10,62,High,Medium,79,61,Low,Yes
27,71,Medium,Low,75,91,Medium,No
15,61,Medium,High,74,62,Medium,No
20,64,High,Low,91,62,Medium,No
23,65,Medium,Medium,73,77,Low,No
21,63,Low,Low,77,63,Medium,No
27,74,High,Low,99,92,Medium,No
23,68,Medium,Low,59,81,High,No
15,65,High,High,86,61,Medium,No
33,66,Medium,Low,74,62,Medium,No
21,69,Medium,Medium,92,85,High,Yes
19,69,Low,Low,70,92,Medium,No
26,70,High,Medium,65,78,Medium,No
21,70,Medium,High,60,82,Medium,No
22,71,Medium,Medium,94,92,Medium,No
35,72,Medium,Medium,86,84,Medium,No
18,61,Medium,Medium,54,69,Low,No
18,68,Medium,High,86,85,High,No
21,66,Medium,Medium,52,85,Low,No
26,70,Medium,Low,59,89,Medium,No
11,63,Medium,Low,80,85,Low,No
8,68,Medium,Medium,73,99,High,No
16,62,Low,Medium,92,68,Medium,No
10,69,Medium,Low,80,98,High,No
17,69,Medium,Medium,98,82,Medium,No
23,72,Medium,Medium,93,87,Low,No
15,64,High,Medium,67,64,Medium,No
11,63,Low,Medium,92,75,Medium,No
20,70,Medium,High,93,91,Medium,No
25,69,Low,Low,98,88,Medium,No
10,61,High,Medium,51,62,High,No
25,70,High,Low,94,82,High,No
25,64,Medium,Low,53,64,Medium,No
27,73,Medium,Medium,71,96,Medium,No
33,67,Low,Medium,96,61,Low,No
18,69,Medium,Medium,70,94,Medium,No
21,72,Medium,Low,80,97,Medium,No
18,66,Medium,Medium,85,74,Medium,No
20,70,Medium,Medium,51,89,Medium,No
29,73,Medium,Medium,80,78,High,No
12,68,High,Low,76,86,Medium,No
15,66,Medium,Medium,80,74,High,No
28,67,Low,Medium,54,73,Medium,No
26,67,Medium,High,53,77,Low,No
18,62,Medium,Medium,59,66,High,No
25,72,Low,Medium,93,93,Medium,No
22,65,Low,Medium,68,74,High,No
29,69,Medium,Medium,72,76,Low,No
20,69,Medium,Medium,70,96,High,Yes
26,69,High,Medium,86,80,Medium,No
36,69,Low,Medium,63,82,Low,No
24,69,Low,Medium,53,98,Medium,No
20,70,Medium,Low,69,95,High,No
24,67,High,Medium,86,67,Low,Yes
18,69,Medium,Medium,96,79,High,Yes
34,75,Medium,Medium,53,99,Medium,No
21,66,Low,Medium,91,75,Medium,No
18,63,Medium,Medium,53,75,Low,No
15,64,Medium,Medium,67,68,Medium,No
27,66,Medium,Medium,51,65,Medium,No
25,72,Medium,Medium,96,90,Medium,No
17,71,Medium,High,85,91,High,No
23,70,Low,Medium,68,99,Medium,No
11,67,High,Medium,69,91,Medium,No
21,65,Medium,High,82,70,Low,No
23,65,High,Low,54,62,High,No
30,73,Medium,Medium,57,99,Medium,No
15,66,Medium,Low,92,74,Medium,No
12,62,Low,High,60,72,Medium,No
15,71,Medium,Medium,86,96,High,No
12,66,Medium,Medium,61,83,High,Yes
28,65,High,Low,54,69,High,No
29,75,Medium,Medium,95,96,High,No
22,74,High,Medium,95,100,Medium,No
27,65,Medium,High,80,63,Low,No
21,71,Medium,Low,73,94,Medium,No
19,65,High,Low,78,76,Low,No
18,65,Medium,High,70,81,Low,No
18,67,Medium,Medium,88,97,Low,No
11,67,Medium,Medium,88,99,Low,No
22,66,Medium,Medium,91,70,Medium,No
20,67,High,High,76,69,Medium,No
24,66,Medium,Medium,90,63,Medium,No
21,65,Low,Medium,58,82,High,No
19,59,High,Low,52,61,Medium,No
15,69,High,Medium,82,76,High,No
20,63,Medium,High,55,63,Medium,No
24,65,Low,High,78,76,Medium,Yes
13,61,Medium,High,86,62,Low,No
21,68,Low,Medium,70,93,Medium,No
21,65,Medium,Medium,52,68,High,No
16,61,Low,Medium,94,73,Low,No
16,69,Medium,Medium,52,95,High,No
21,72,Low,High,95,90,Medium,No
13,59,Medium,High,53,69,Low,Yes
22,63,Medium,Low,87,63,Medium,No
15,69,Medium,High,96,89,Medium,No
26,67,Low,High,95,76,Low,No
34,70,Low,Medium,95,91,Medium,Yes
15,67,Medium,High,94,78,High,No
23,66,Medium,Medium,76,74,Medium,No
16,68,Medium,Medium,78,78,Medium,No
26,71,Low,Medium,81,90,High,No
12,69,High,Medium,95,96,Medium,Yes
23,65,High,Low,92,62,Medium,No
15,66,Medium,High,89,81,Medium,No
19,66,Medium,High,84,61,High,No
14,67,High,High,81,79,Medium,No
25,74,High,Low,96,95,Medium,No
15,66,High,Low,60,74,High,No
23,72,Medium,Medium,60,97,High,No
18,69,High,High,99,85,Low,No
19,68,Low,Medium,78,97,High,No
21,71,Medium,Medium,74,90,High,No
15,61,Medium,Medium,93,64,Medium,No
21,65,Medium,Low,92,69,Medium,No
29,71,Medium,Medium,59,76,High,No
15,59,Low,Low,59,67,Medium,No
27,71,High,Low,90,80,Medium,No
29,72,Medium,Medium,89,79,High,No
15,71,High,Medium,61,98,High,No
11,61,Low,Low,92,77,Low,No
22,67,Medium,Medium,74,91,Medium,Yes
17,67,Medium,Low,73,98,Medium,No
31,74,Medium,Medium,99,95,Medium,No
20,66,High,Low,76,68,High,No
15,63,Medium,Low,57,80,Medium,No
13,63,Medium,Low,64,74,Medium,Yes
27,68,High,Medium,67,76,High,No
17,65,Medium,Low,98,74,Low,No
20,66,Medium,Medium,63,93,Low,No
26,67,Medium,Medium,72,78,Medium,No
17,67,Medium,High,87,81,Medium,No
20,70,Medium,High,64,99,Low,No
20,65,Low,High,85,62,Medium,No
24,68,Medium,Medium,60,80,Medium,No
24,70,Medium,Low,62,91,High,No
19,66,High,Medium,99,66,Low,No
20,69,High,Medium,68,84,Medium,No
18,65,Medium,Medium,86,70,Medium,No
11,68,Medium,Medium,92,95,Medium,No
22,65,Low,Medium,67,73,Medium,No
31,70,Medium,High,68,73,High,No
15,65,Low,High,89,84,Low,No
15,67,High,High,80,67,Medium,No
15,64,High,Low,68,71,Low,No
24,68,Medium,High,87,77,Medium,Yes
23,70,Medium,Medium,93,74,High,No
19,64,Low,Medium,62,81,High,No
14,67,High,Low,51,84,Medium,No
21,68,High,Medium,64,83,High,No
11,67,Medium,Medium,84,86,Medium,Yes
21,66,Medium,Low,96,72,Low,Yes
25,66,Medium,Low,93,65,High,No
12,66,Medium,Medium,61,90,Low,No
11,67,Low,Medium,94,94,Low,No
29,69,Medium,Low,91,70,Medium,No
16,65,Low,Medium,87,76,Medium,No
27,68,Low,Low,84,80,Low,No
19,67,Low,Medium,90,81,High,No
19,69,Medium,Low,93,86,Medium,No
23,64,Medium,High,91,62,Medium,No
15,67,Medium,Low,56,89,Medium,No
21,67,High,Medium,86,62,Medium,No
18,67,Medium,Low,92,79,High,No
12,67,Medium,Medium,59,93,High,No
22,68,Medium,Low,61,78,High,No
18,65,Medium,High,89,66,Medium,Yes
19,70,Low,Low,67,99,High,No
13,68,Medium,Medium,70,96,Medium,No
30,72,High,Medium,69,91,Low,No
25,67,Medium,Medium,61,76,High,No
26,66,High,Medium,97,67,Low,No
18,68,Low,Low,90,98,Low,No
10,64,Medium,Medium,63,81,High,No
32,75,Medium,High,55,94,High,Yes
20,66,High,High,69,74,Low,No
16,67,High,Medium,71,73,High,No
23,71,High,Medium,50,99,High,Yes
27,68,Low,Low,94,81,High,No
20,65,Medium,Medium,93,66,Medium,No
28,67,Low,Low,93,69,High,No
26,66,Low,Low,90,79,High,Yes
14,60,Low,Medium,87,62,Medium,No
16,64,Medium,Low,82,79,Medium,Yes
26,69,Medium,Low,98,77,Medium,No
4,64,Medium,Low,86,91,Medium,Yes
19,66,Medium,High,82,74,High,No
11,72,High,High,89,99,Medium,No
17,60,Low,Medium,62,67,Low,No
18,69,Low,Low,98,84,High,No
18,62,Medium,Medium,51,64,Medium,No
17,70,Medium,Medium,82,89,Medium,No
13,65,Low,Low,54,100,Low,No
31,71,Medium,Medium,98,82,High,No
13,66,Medium,High,70,79,High,Yes
29,74,Medium,Medium,93,93,Medium,No
18,70,Medium,Medium,67,97,High,No
21,69,Medium,Medium,58,100,Medium,No
20,64,Medium,Low,64,76,Medium,No
16,69,Medium,High,65,100,Medium,Yes
26,68,High,Medium,82,66,High,No
21,63,Medium,Medium,90,70,Low,No
17,61,Medium,Medium,60,64,Medium,Yes
12,61,Medium,Medium,54,71,Medium,No
15,65,Medium,Medium,61,91,Low,No
10,65,Medium,Medium,65,94,High,No
20,69,High,High,64,91,Medium,Yes
13,69,High,High,61,85,High,No
18,65,Low,Medium,73,81,Medium,No
28,72,Low,Medium,93,88,High,No
27,69,High,Medium,55,76,High,No
20,71,High,Low,93,94,Medium,No
19,67,Medium,Medium,75,87,Medium,No
31,72,Medium,Medium,83,88,High,No
23,70,High,Low,91,81,High,Yes
18,68,Low,High,65,95,Medium,No
11,66,Medium,Medium,98,70,Medium,No
22,68,Medium,Low,54,75,High,No
25,71,High,Low,76,91,Low,No
16,63,Low,High,63,80,Medium,No
22,70,Medium,Medium,70,96,High,No
18,65,Medium,High,72,74,High,No
19,70,High,Medium,96,75,High,No
5,65,Medium,Low,72,96,Low,No
19,68,High,Medium,85,79,High,No
26,69,High,Low,98,81,Medium,Yes
16,66,Medium,High,75,73,Medium,No
20,62,Low,Medium,70,71,Medium,No
15,70,Medium,High,99,86,High,No
22,65,High,Medium,91,65,Low,No
19,71,Low,Low,97,95,High,No
14,68,Medium,Medium,70,91,High,No
28,65,Low,Medium,85,68,Low,No
26,70,Low,High,62,88,High,No
16,69,Medium,Medium,93,84,High,No
23,66,Medium,Medium,97,67,Low,No
23,66,Medium,Low,63,71,Medium,No
24,67,High,Low,55,76,Medium,No
10,63,Low,Medium,60,88,Medium,No
26,70,Low,Medium,82,86,High,No
17,65,High,Medium,64,81,Medium,Yes
18,70,Medium,Medium,82,91,High,No
36,74,Medium,Low,68,90,High,No
22,69,High,Medium,96,85,Medium,No
18,68,High,Low,73,91,Medium,No
7,64,Medium,Medium,75,73,Medium,No
28,73,High,Low,67,95,Medium,No
12,66,Medium,Medium,54,85,Medium,No
14,65,Medium,Low,75,93,Low,No
18,66,High,High,89,82,Low,Yes
28,67,Medium,Medium,98,69,Low,No
25,67,Medium,Medium,54,82,High,No
19,66,Medium,High,90,75,Medium,No
22,69,Medium,Low,63,88,Low,No
16,69,Medium,Medium,91,79,Medium,No
21,68,Medium,High,67,93,Low,No
20,64,Low,Medium,56,87,Low,No
26,70,Medium,Medium,81,87,Medium,No
26,67,Medium,Medium,95,69,Medium,No
23,68,Low,Medium,59,99,Low,No
18,67,Medium,Medium,51,94,Medium,Yes
24,73,High,Low,94,92,Medium,No
19,65,Medium,Medium,85,73,Medium,No
14,69,Medium,Medium,90,81,High,No
18,63,Medium,Medium,53,65,Medium,Yes
21,68,Medium,Medium,95,82,Medium,No
25,64,Medium,High,71,66,High,Yes
19,68,Low,Medium,95,82,High,Yes
13,66,Medium,Medium,53,86,High,No
20,65,Medium,Low,94,76,Medium,Yes
21,69,Medium,Low,84,80,Medium,No
21,69,Low,High,78,95,Medium,Yes
26,64,Low,Medium,53,64,High,No
26,74,High,High,84,92,High,No
16,64,High,Medium,80,67,Medium,No
16,63,Medium,Medium,86,61,Low,No
14,64,High,Medium,86,67,Medium,No
24,71,Medium,Medium,72,91,Medium,No
29,68,Low,Medium,60,76,High,No
18,72,Medium,Low,96,95,Medium,No
19,67,Medium,High,96,81,Low,No
29,64,Medium,Medium,61,61,High,No
23,70,Medium,Medium,82,89,Low,No
23,65,High,Low,60,64,Medium,No
13,69,High,High,93,92,Medium,No
24,65,High,High,55,67,Medium,No
14,66,High,Medium,100,74,Medium,No
13,67,High,Medium,81,90,Medium,No
18,68,Medium,Medium,51,98,Low,No
16,65,Medium,Medium,94,75,Medium,No
19,68,Medium,High,84,93,Medium,No
11,63,Medium,High,85,68,High,No
26,71,Medium,Medium,64,92,Medium,No
27,71,High,Medium,67,86,Medium,No
8,65,High,Medium,96,68,Medium,No
26,65,Medium,Medium,82,72,Low,No
15,61,Medium,Medium,51,65,Low,No
25,68,High,Low,66,75,High,No
20,65,Low,Low,80,68,Medium,No
20,66,Low,Medium,57,86,Medium,No
19,69,High,Low,55,100,Low,No
27,65,High,Low,53,60,High,No
13,65,Medium,Medium,82,82,High,No
24,70,High,High,66,83,Medium,Yes
27,70,Medium,Medium,69,97,Medium,No
24,67,Medium,Medium,53,80,Medium,Yes
34,75,Medium,High,87,82,High,No
17,65,Low,Low,88,79,Low,No
26,66,Medium,Medium,91,71,Medium,No
19,67,High,High,83,62,Medium,No
27,67,Low,Low,89,76,Medium,No
20,62,Low,High,79,62,Medium,No
18,66,Medium,Medium,75,82,Medium,No
28,66,Low,Low,63,72,High,No
17,64,High,High,53,81,Low,No
12,60,Low,Medium,65,65,Medium,No
17,70,Medium,Medium,84,97,Medium,No
24,72,Medium,Medium,96,96,Medium,No
28,67,High,Medium,63,68,Medium,No
21,67,Medium,Low,83,74,High,No
28,72,Medium,Medium,74,85,Medium,No
12,63,High,Medium,81,64,High,No
17,60,Low,Medium,50,74,Medium,No
18,65,Medium,Medium,56,70,Medium,No
19,72,High,High,61,97,Medium,No
21,70,Medium,Low,95,94,High,No
24,71,High,High,52,83,Medium,No
17,66,Low,Low,78,81,Medium,No
21,72,Low,High,96,97,Medium,No
20,73,Low,High,83,97,Medium,No
14,71,High,Medium,74,99,Medium,No
19,64,High,Medium,69,65,Low,No
19,66,Medium,Medium,81,66,High,No
19,69,Medium,High,74,87,Medium,No
20,66,Low,Low,85,82,Medium,Yes
20,63,Medium,Medium,81,61,High,Yes
17,62,Medium,Medium,78,62,Medium,No
13,71,High,Low,92,95,High,No
16,66,High,Medium,80,74,Medium,No
37,75,Medium,Medium,77,96,Medium,No
14,68,High,High,86,84,Medium,No
12,69,High,Medium,90,92,Medium,No
24,68,Medium,High,65,77,Low,No
8,60,Medium,Low,83,65,Medium,No
19,64,Medium,Low,57,77,Low,Yes
33,71,Medium,Medium,72,78,Medium,No
11,69,High,Low,97,82,High,No
8,60,Medium,Medium,66,64,Medium,No
11,70,High,High,58,100,High,No
25,66,Low,Medium,57,70,Medium,No
27,68,High,High,70,68,Medium,No
17,67,High,Medium,61,81,Low,No
24,70,Medium,High,71,81,Medium,No
28,69,High,Low,86,78,Medium,No
31,75,Medium,High,94,91,High,No
19,65,Medium,Low,56,81,Low,No
6,65,Medium,Medium,88,84,Medium,No
15,66,Medium,Medium,55,89,Low,No
17,64,High,High,69,61,Medium,No
18,66,Low,Medium,100,83,Medium,No
19,70,Medium,Medium,53,95,High,No
27,63,High,High,51,61,Low,No
28,66,Low,High,67,76,Low,No
19,71,Low,Low,98,97,Medium,No
27,68,Medium,High,51,74,High,No
22,68,Medium,Medium,61,78,Medium,No
20,71,Low,High,80,99,Medium,No
25,63,Low,Low,62,68,Medium,No
20,60,Low,Low,53,63,Low,No
32,73,Medium,Medium,53,94,High,No
11,68,Medium,Low,78,95,Medium,No
17,70,High,Medium,78,79,High,No
19,66,Medium,Medium,85,81,Medium,No
23,72,High,Medium,57,93,Medium,No
28,70,High,Medium,75,90,Low,Yes
20,68,High,Medium,80,71,High,No
11,60,Medium,Medium,61,61,Medium,Yes
25,68,High,Low,77,79,Medium,No
25,74,High,High,85,94,High,No
8,68,Medium,High,100,96,Medium,No
20,72,Low,Low,80,98,Medium,No
10,69,Medium,High,93,95,High,No
15,68,Medium,Medium,97,78,High,No
25,70,Medium,Medium,86,91,Low,No
21,69,Medium,Medium,61,90,Medium,No
12,64,High,Low,65,82,Low,No
25,65,Medium,High,89,63,Low,No
11,69,Medium,High,76,97,Medium,No
22,67,Medium,High,63,78,Low,No
15,65,Medium,Low,83,75,High,No
18,70,Medium,High,95,85,High,No
23,68,High,Medium,68,87,Low,No
23,65,Medium,Medium,80,68,Medium,No
28,74,Medium,High,79,93,Medium,No
20,65,Medium,Medium,56,72,Medium,No
22,65,High,Medium,55,67,High,No
17,68,High,Medium,94,76,Medium,No
21,68,Medium,Medium,97,89,Medium,No
23,74,Medium,High,95,99,Medium,No
19,71,High,High,70,92,Medium,No
9,67,High,Medium,64,98,Medium,No
22,64,Medium,Low,97,66,Medium,No
22,61,Low,Medium,94,63,Low,Yes
16,66,Medium,Medium,91,82,Medium,No
12,61,Medium,Low,67,72,Medium,No
29,73,Medium,Medium,82,93,High,No
23,70,Low,High,88,87,Medium,No
19,70,Low,Medium,79,99,Medium,No
13,63,Medium,High,80,70,Low,No
15,69,High,Medium,88,79,Medium,No
28,72,High,Medium,88,80,High,No
21,66,Medium,Medium,62,70,High,No
17,68,High,Medium,70,84,High,No
23,67,Medium,Medium,89,78,High,No
15,65,Medium,Medium,63,78,High,No
29,68,Low,Low,96,75,Medium,No
28,68,High,Low,92,61,Medium,No
17,69,High,High,95,81,Medium,No
16,66,High,Low,65,73,High,No
11,60,High,High,55,72,Low,Yes
12,67,High,High,78,71,High,No
21,65,Medium,Low,65,76,Medium,No
18,62,High,High,63,65,Medium,No
12,65,Medium,Medium,61,80,High,No
18,69,High,Medium,78,88,High,No
23,70,Low,Medium,77,85,High,No
23,70,Low,High,71,92,High,No
9,63,High,Low,57,78,Medium,No
19,69,Low,High,96,81,Medium,No
12,64,Low,Low,71,92,Medium,No
25,69,Medium,Medium,56,77,High,No
25,70,High,Low,52,88,Medium,No
15,64,Medium,Medium,58,77,Medium,No
15,65,High,Low,65,77,Medium,Yes
17,70,High,Medium,82,90,Medium,No
6,60,Medium,Low,99,67,Low,No
22,68,Medium,High,64,74,High,No
18,61,Low,Low,89,69,Low,Yes
26,68,Medium,Medium,96,74,Low,No
13,61,Medium,Medium,70,69,Low,No
16,64,Low,Low,63,83,Medium,Yes
11,66,Medium,Medium,75,92,Medium,No
14,70,Medium,Medium,95,91,Medium,No
13,65,High,Medium,51,75,High,No
26,74,Medium,High,74,100,High,No
16,66,High,Low,88,84,High,Yes
21,65,Low,High,80,76,Medium,Yes
18,69,Low,High,75,93,High,No
12,69,Medium,Low,78,89,High,No
19,69,Low,Medium,81,90,High,No
24,66,High,Medium,84,68,Low,No
13,63,Medium,Medium,68,79,Low,No
25,69,Medium,Medium,76,94,Low,Yes
15,65,Medium,Medium,64,80,High,No
17,67,Medium,Medium,99,87,Medium,No
23,66,Medium,Low,59,84,Medium,Yes
16,67,Low,Medium,58,94,Medium,Yes
20,65,Low,High,63,71,High,No
18,69,Medium,Low,96,83,High,Yes
21,65,Low,Medium,83,65,High,No
6,67,High,Medium,73,88,High,No
9,66,Medium,Medium,96,89,Medium,No
24,64,Low,Medium,95,62,Medium,No
26,70,Medium,Low,70,87,High,No
15,65,Medium,Medium,78,77,High,No
19,65,Low,Medium,95,65,Medium,No
22,64,Low,Medium,66,77,Low,No
24,64,Medium,Low,70,68,Low,No
8,61,Medium,Low,90,77,Low,No
15,65,High,Medium,85,75,Medium,No
18,68,High,Low,52,90,Medium,Yes
24,70,Low,Medium,56,91,High,No
35,74,Low,High,92,84,Medium,No
19,60,Medium,Low,51,61,Medium,No
12,71,High,Medium,96,97,Low,No
22,70,High,Medium,64,87,High,No
28,67,Low,Low,80,61,Medium,No
21,68,Medium,Medium,78,93,Medium,No
15,64,High,Medium,70,68,Medium,No
26,67,High,Medium,52,83,Low,No
24,65,Low,Low,60,79,Low,No
14,66,Medium,Low,81,77,Medium,No
22,72,Medium,Low,72,96,Medium,No
26,69,Low,High,71,77,Medium,No
27,65,Medium,Low,55,63,Medium,No
20,71,Low,Medium,67,98,High,No
18,72,High,Medium,76,97,High,No
27,70,High,Medium,54,87,Medium,No
13,63,High,Medium,53,79,Medium,No
23,66,Medium,Medium,75,64,Medium,No
12,67,Low,High,78,92,Low,No
26,67,Medium,Low,63,63,High,No
18,62,Medium,Low,66,63,Medium,No
28,72,Medium,High,90,81,High,No
23,69,Medium,High,93,66,High,No
13,61,Medium,Medium,66,60,Medium,Yes
29,67,Medium,High,68,77,Low,No
29,66,Low,Medium,92,65,Medium,No
25,68,Medium,Medium,99,66,Medium,No
15,62,Medium,High,66,63,High,No
18,63,High,Medium,89,68,Low,No
21,70,Medium,High,74,89,Medium,No
16,68,Low,Medium,63,92,High,No
30,71,Medium,Medium,84,78,High,No
21,65,High,Medium,73,80,Low,No
4,59,Low,Medium,63,61,High,No
22,64,High,Medium,55,63,Low,No
18,67,Medium,Medium,93,70,High,No
20,68,Medium,Medium,94,82,Medium,No
25,70,Medium,High,83,84,Medium,No
27,68,Medium,Medium,58,76,Medium,No
22,65,Low,Medium,82,65,Medium,Yes
18,70,Low,Medium,95,91,Medium,No
20,67,Medium,Medium,63,75,Medium,No
20,69,Medium,Medium,67,89,High,Yes
15,68,Medium,High,90,81,High,No
23,72,High,High,87,90,High,No
23,71,Medium,Medium,70,96,High,No
29,75,Medium,Medium,92,97,High,No
28,70,Medium,Medium,96,81,High,No
16,66,Medium,Medium,73,80,Medium,No
25,67,Medium,High,52,71,High,No
14,70,Medium,High,75,97,Medium,No
24,71,High,Medium,87,78,High,No
17,64,Medium,Medium,61,65,Medium,No
14,65,Medium,High,55,77,Medium,No
22,64,Medium,High,64,65,Medium,No
4,62,Low,Medium,51,80,Medium,No
9,64,High,Medium,86,82,Low,No
19,66,Medium,High,57,74,High,No
20,64,Medium,Low,86,63,Medium,No
18,71,High,Low,62,98,Medium,No
11,68,High,Low,100,91,Low,No
15,70,Medium,Low,77,94,Medium,No
22,66,High,High,52,75,Medium,No
23,71,Medium,Low,89,90,Medium,No
20,68,Medium,Medium,71,79,Medium,No
27,66,Low,High,80,68,Low,Yes
